loan_number,loan_status_description
5762161,CHARGEOFF
7675380,COMPLETED
44816452,COMPLETED
1387635,CHARGEOFF
71754782,CURRENT
1239148,COMPLETED
3356392,COMPLETED
65916634,CHARGEOFF
26349729,COMPLETED
40381350,COMPLETED
39621410,COMPLETED
40453798,CURRENT
6520658,COMPLETED
62195200,COMPLETED
71948416,CURRENT
43759339,CHARGEOFF
70813663,COMPLETED
2054570,COMPLETED
61522604,COMPLETED
8815365,COMPLETED
53995343,COMPLETED
64751335,COMPLETED
73558607,CURRENT
20090218,COMPLETED
78901825,CURRENT
8886113,CHARGEOFF
42424932,COMPLETED
15499996,COMPLETED
29084368,COMPLETED
58513520,COMPLETED
9205552,COMPLETED
5649936,COMPLETED
51776287,COMPLETED
23133352,COMPLETED
12475995,COMPLETED
46653477,CURRENT
11915195,CHARGEOFF
56400572,CURRENT
60944420,CURRENT
1402948,CHARGEOFF
43549683,COMPLETED
59190812,COMPLETED
63325883,CURRENT
34231859,CHARGEOFF
10166521,COMPLETED
38438625,CURRENT
82267320,CURRENT
52818511,CHARGEOFF
4796198,COMPLETED
6566707,COMPLETED
42915478,CURRENT
5176905,COMPLETED
64027681,CURRENT
57346867,COMPLETED
15389910,CURRENT
35054220,COMPLETED
69422275,CURRENT
54028463,COMPLETED
12316830,CHARGEOFF
18515668,COMPLETED
78983770,CHARGEOFF
40521774,COMPLETED
17313538,COMPLETED
19176115,COMPLETED
34663096,COMPLETED
58662489,COMPLETED
50233516,CURRENT
67715442,CHARGEOFF
56079204,CURRENT
51847270,CHARGEOFF
58562530,COMPLETED
69968168,CHARGEOFF
63998276,CURRENT
61478278,CURRENT
70761749,CURRENT
25186688,COMPLETED
16260895,COMPLETED
6290947,CHARGEOFF
6966006,COMPLETED
66415272,COMPLETED
33270067,CHARGEOFF
34492702,COMPLETED
39038173,CURRENT
1096231,CURRENT
7699763,COMPLETED
72796516,COMPLETED
23845224,COMPLETED
66106699,CURRENT
9604767,COMPLETED
57276590,CURRENT
72654822,CURRENT
68202624,CHARGEOFF
14539847,COMPLETED
7378610,COMPLETED
68503963,CURRENT
43550384,CURRENT
3377005,COMPLETED
68821460,CHARGEOFF
68693654,CHARGEOFF
59112929,COMPLETED
60780741,COMPLETED
15419739,COMPLETED
1308115,COMPLETED
57305807,COMPLETED
66601837,COMPLETED
60665422,CURRENT
48526303,COMPLETED
79071355,COMPLETED
13037611,COMPLETED
59542678,CURRENT
60793506,CURRENT
44143964,COMPLETED
45634194,COMPLETED
69372159,COMPLETED
3702462,COMPLETED
15541163,COMPLETED
61389762,CHARGEOFF
1582806,COMPLETED
59201012,CURRENT
38538044,CURRENT
65181359,DEFAULTED
63175783,CURRENT
65129398,CURRENT
72247416,COMPLETED
2435340,CHARGEOFF
33311370,COMPLETED
40531212,COMPLETED
59432883,CURRENT
11314850,COMPLETED
50063217,COMPLETED
26318478,COMPLETED
58533529,COMPLETED
38497601,COMPLETED
7435502,COMPLETED
8649920,CHARGEOFF
46642104,COMPLETED
5686703,COMPLETED
83659118,COMPLETED
40392378,COMPLETED
66453990,CURRENT
48364895,CHARGEOFF
7729867,COMPLETED
34413503,COMPLETED
66552851,CHARGEOFF
76101730,CHARGEOFF
67515184,COMPLETED
8561065,COMPLETED
67337132,COMPLETED
38902483,COMPLETED
40502845,COMPLETED
77190829,CURRENT
8054734,CHARGEOFF
66590864,COMPLETED
60545261,COMPLETED
46968354,COMPLETED
48584116,COMPLETED
21019385,COMPLETED
73551274,COMPLETED
4297420,COMPLETED
15329583,COMPLETED
13236843,CURRENT
69992666,COMPLETED
54413678,CHARGEOFF
26599275,COMPLETED
55456154,CURRENT
36200797,CHARGEOFF
12646979,COMPLETED
6208337,COMPLETED
30255747,COMPLETED
65727052,COMPLETED
78229347,COMPLETED
1447448,COMPLETED
83253645,CURRENT
42443264,COMPLETED
12014855,CURRENT
65663619,CURRENT
50869344,COMPLETED
23203557,COMPLETED
71572820,CURRENT
6697058,COMPLETED
65766571,CHARGEOFF
60687312,CURRENT
38446575,CURRENT
43679640,COMPLETED
12645547,COMPLETED
12885368,COMPLETED
83203223,CURRENT
11697157,CURRENT
75059867,CURRENT
8644692,COMPLETED
6265221,COMPLETED
19186680,CURRENT
7087912,COMPLETED
73914542,CURRENT
42285202,CURRENT
1228008,COMPLETED
20749384,CURRENT
65711620,COMPLETED
68182707,COMPLETED
6725528,CHARGEOFF
55280311,COMPLETED
54534805,CHARGEOFF
61510433,COMPLETED
19597772,COMPLETED
56038823,CURRENT
1590034,COMPLETED
42297500,COMPLETED
26340506,COMPLETED
1430438,COMPLETED
45654153,CHARGEOFF
29604475,COMPLETED
75324802,CURRENT
5505030,COMPLETED
72235551,CURRENT
68584079,COMPLETED
1106609,COMPLETED
5435358,COMPLETED
80631422,CURRENT
60800560,COMPLETED
39759884,CURRENT
65150138,COMPLETED
18294283,COMPLETED
78188470,CURRENT
53019143,COMPLETED
39369823,COMPLETED
21640806,COMPLETED
73639302,CURRENT
22552616,COMPLETED
3066505,COMPLETED
57722443,CURRENT
1100611,COMPLETED
78991487,COMPLETED
20740856,COMPLETED
18554671,CURRENT
38460126,COMPLETED
8656483,CHARGEOFF
20681203,COMPLETED
33140680,COMPLETED
15571054,COMPLETED
68479083,COMPLETED
46285612,CHARGEOFF
73451501,CHARGEOFF
5715503,COMPLETED
45172143,COMPLETED
16250880,CHARGEOFF
42274421,COMPLETED
40127279,COMPLETED
22362511,COMPLETED
70961945,COMPLETED
46784765,COMPLETED
80718658,COMPLETED
70812304,CURRENT
55979759,COMPLETED
48110769,CURRENT
59511255,CURRENT
13427696,COMPLETED
17933806,COMPLETED
57126038,COMPLETED
27541091,COMPLETED
1405280,CHARGEOFF
1636752,CHARGEOFF
12928308,COMPLETED
68543878,DEFAULTED
4559104,COMPLETED
41074231,COMPLETED
27651914,CURRENT
31377104,COMPLETED
35773705,COMPLETED
12417189,CURRENT
43945173,COMPLETED
30225161,COMPLETED
72713298,COMPLETED
63505256,COMPLETED
3006445,COMPLETED
69362047,CHARGEOFF
17183145,COMPLETED
33511784,COMPLETED
61418899,CURRENT
65635098,COMPLETED
73914058,CHARGEOFF
5800367,COMPLETED
38536541,COMPLETED
48494911,CHARGEOFF
5038175,COMPLETED
66454497,COMPLETED
13097555,COMPLETED
68366663,CURRENT
60687224,COMPLETED
3217551,COMPLETED
38416357,CHARGEOFF
62469364,CURRENT
41161135,COMPLETED
80610221,CURRENT
2367411,COMPLETED
60677527,COMPLETED
65623151,CURRENT
79915238,CHARGEOFF
79161153,CHARGEOFF
60764151,COMPLETED
44015458,CURRENT
38772132,COMPLETED
55501390,COMPLETED
54404339,COMPLETED
12958881,CHARGEOFF
46776471,COMPLETED
14228212,CHARGEOFF
48609192,COMPLETED
30686220,COMPLETED
20802349,CURRENT
9865713,COMPLETED
78933433,COMPLETED
53744696,COMPLETED
63246231,COMPLETED
64109453,COMPLETED
10635646,COMPLETED
2375677,COMPLETED
43540695,CHARGEOFF
7072015,COMPLETED
8894749,CURRENT
1563241,COMPLETED
70612944,COMPLETED
38596071,COMPLETED
47917335,COMPLETED
1183154,COMPLETED
76854852,COMPLETED
40328350,COMPLETED
45242136,COMPLETED
81008440,CURRENT
43166288,COMPLETED
79896037,CURRENT
1435477,COMPLETED
68513798,CURRENT
44553504,COMPLETED
32289713,COMPLETED
11686125,COMPLETED
41109915,COMPLETED
60485305,CURRENT
70881654,CURRENT
75800522,CURRENT
65373995,CURRENT
36048839,COMPLETED
37287277,COMPLETED
72574658,COMPLETED
61872768,CURRENT
13188034,COMPLETED
10606502,COMPLETED
8876677,COMPLETED
7366047,CHARGEOFF
1230788,CURRENT
81396697,COMPLETED
57134176,COMPLETED
34693433,COMPLETED
42673314,CHARGEOFF
69575247,COMPLETED
30155620,COMPLETED
23815695,COMPLETED
51746323,COMPLETED
66584037,COMPLETED
39805421,COMPLETED
6936933,COMPLETED
73712448,CHARGEOFF
1470158,CHARGEOFF
2534566,COMPLETED
1428221,CHARGEOFF
73863264,COMPLETED
70210543,CHARGEOFF
63928753,CHARGEOFF
55411510,COMPLETED
70884921,CURRENT
60760983,CURRENT
14258350,COMPLETED
19127766,COMPLETED
11668733,COMPLETED
56662261,COMPLETED
55931912,CURRENT
61452018,COMPLETED
42313884,COMPLETED
1295236,COMPLETED
9807850,COMPLETED
24625364,COMPLETED
39542205,CURRENT
6304870,COMPLETED
63989774,COMPLETED
33370734,COMPLETED
43530610,COMPLETED
30626116,COMPLETED
17392853,CHARGEOFF
69298026,CURRENT
75171298,COMPLETED
52322001,COMPLETED
55431290,COMPLETED
83293453,CHARGEOFF
39857452,CHARGEOFF
1564958,COMPLETED
51907665,COMPLETED
3605797,COMPLETED
14127674,COMPLETED
55523294,CURRENT
19057582,CHARGEOFF
63424668,COMPLETED
60861628,CURRENT
38515885,COMPLETED
5555819,COMPLETED
46765257,COMPLETED
40510339,COMPLETED
78870326,COMPLETED
73844002,CURRENT
65805624,COMPLETED
42274859,COMPLETED
62276412,CURRENT
1269115,COMPLETED
3217196,COMPLETED
72102794,CURRENT
23835774,COMPLETED
60791327,COMPLETED
70602299,CURRENT
68282814,COMPLETED
39449263,CURRENT
8990259,CURRENT
57286533,CURRENT
46577191,COMPLETED
40969490,COMPLETED
15950795,COMPLETED
75125029,CURRENT
65382158,CURRENT
65140802,CURRENT
77321277,COMPLETED
27700694,COMPLETED
52658736,COMPLETED
51847060,CURRENT
75378188,CURRENT
70782539,COMPLETED
40592028,COMPLETED
39917618,CHARGEOFF
26117787,COMPLETED
10545533,COMPLETED
71727443,CHARGEOFF
10143388,COMPLETED
6189651,COMPLETED
41182142,COMPLETED
13408736,CHARGEOFF
65344681,COMPLETED
67998451,COMPLETED
73894659,CURRENT
65742257,CURRENT
29605517,CHARGEOFF
64220818,COMPLETED
2225242,COMPLETED
68418613,COMPLETED
61394158,CURRENT
51115206,CURRENT
7614869,COMPLETED
9187096,COMPLETED
78829785,CURRENT
68711132,CURRENT
71726133,COMPLETED
72663697,COMPLETED
10145861,COMPLETED
44976435,COMPLETED
65513981,CHARGEOFF
40307781,COMPLETED
43287062,COMPLETED
15419896,COMPLETED
41102781,COMPLETED
59209818,COMPLETED
67366937,CURRENT
81523364,COMPLETED
69613759,CURRENT
8580672,COMPLETED
49993552,COMPLETED
50799400,CHARGEOFF
75808811,DEFAULTED
5960136,CHARGEOFF
70942238,COMPLETED
43419219,CURRENT
29373992,COMPLETED
35003589,COMPLETED
60771272,COMPLETED
52229696,CHARGEOFF
12917498,COMPLETED
39639702,CHARGEOFF
44855733,CHARGEOFF
73438269,CHARGEOFF
44623847,CHARGEOFF
1531682,COMPLETED
74824647,COMPLETED
48012218,COMPLETED
5196117,COMPLETED
19576766,COMPLETED
5036714,COMPLETED
6605870,COMPLETED
68113167,COMPLETED
10180177,CURRENT
81515474,CURRENT
65705125,COMPLETED
12437646,COMPLETED
24736475,CHARGEOFF
66634578,COMPLETED
38658340,COMPLETED
12886339,CURRENT
19107125,COMPLETED
6296772,CHARGEOFF
57704589,CURRENT
28573651,COMPLETED
19065881,COMPLETED
75488089,CHARGEOFF
27570917,CURRENT
63434847,CHARGEOFF
10674695,COMPLETED
60729190,COMPLETED
55584466,CHARGEOFF
58693813,COMPLETED
68463355,CURRENT
57256047,CURRENT
61460227,CURRENT
78390246,CURRENT
4894728,CHARGEOFF
12937414,COMPLETED
11064992,COMPLETED
77370663,CURRENT
12986423,COMPLETED
71296187,CURRENT
46612323,COMPLETED
77310446,COMPLETED
65717442,COMPLETED
72624664,CURRENT
66400927,CURRENT
68339388,CURRENT
67468984,CURRENT
40237153,CHARGEOFF
51886284,CHARGEOFF
3845844,CHARGEOFF
59240644,COMPLETED
4290018,COMPLETED
5335253,COMPLETED
46215097,COMPLETED
42365477,COMPLETED
22314212,COMPLETED
2525029,COMPLETED
15360872,COMPLETED
69783264,CHARGEOFF
70832721,COMPLETED
14227973,COMPLETED
71855869,COMPLETED
61752370,COMPLETED
20790254,COMPLETED
17795168,COMPLETED
1546602,COMPLETED
9434791,COMPLETED
51917110,CHARGEOFF
1558382,COMPLETED
8627200,COMPLETED
10434614,CHARGEOFF
68822215,CHARGEOFF
49493585,COMPLETED
32599724,COMPLETED
22351926,COMPLETED
6169556,COMPLETED
78810526,CURRENT
40443194,COMPLETED
68684302,CHARGEOFF
6519331,COMPLETED
34973349,COMPLETED
69923126,CHARGEOFF
79410894,CURRENT
3915182,COMPLETED
1586878,COMPLETED
37117330,COMPLETED
78649708,COMPLETED
9665825,COMPLETED
17202587,COMPLETED
57245724,COMPLETED
65645945,CURRENT
67237352,CURRENT
60075479,CURRENT
29304708,COMPLETED
47058181,CHARGEOFF
74576276,COMPLETED
16111807,COMPLETED
12595696,COMPLETED
68507059,CURRENT
3156632,COMPLETED
20811333,CHARGEOFF
6582304,CHARGEOFF
71926702,CURRENT
38444920,COMPLETED
1317689,COMPLETED
71991270,COMPLETED
10173071,COMPLETED
61551526,CURRENT
1341819,CHARGEOFF
46713782,COMPLETED
11408637,COMPLETED
81503268,CHARGEOFF
39699121,COMPLETED
22253042,COMPLETED
41031277,COMPLETED
60981338,CURRENT
69592519,COMPLETED
8155909,COMPLETED
20761226,COMPLETED
69166571,CURRENT
57783631,COMPLETED
59232834,COMPLETED
71845458,COMPLETED
41012548,COMPLETED
83142179,CURRENT
3149989,COMPLETED
48012602,COMPLETED
58141215,CURRENT
18545024,COMPLETED
53141430,CHARGEOFF
74705251,COMPLETED
66552152,CHARGEOFF
67327179,COMPLETED
73639011,CURRENT
74121881,CURRENT
61342814,CURRENT
55380616,CHARGEOFF
74844753,COMPLETED
28102495,CHARGEOFF
53212262,CHARGEOFF
1090961,COMPLETED
74635243,CURRENT
71825589,CURRENT
1158917,COMPLETED
6837375,COMPLETED
12407921,CHARGEOFF
75644143,COMPLETED
47230130,COMPLETED
55291749,COMPLETED
44076442,CHARGEOFF
80611857,COMPLETED
11728306,COMPLETED
80888386,CURRENT
63889155,COMPLETED
12336124,COMPLETED
13028674,COMPLETED
40491194,COMPLETED
22301428,COMPLETED
63510117,COMPLETED
1520520,COMPLETED
25196203,COMPLETED
30946375,COMPLETED
4465363,COMPLETED
74835889,CURRENT
10774999,CURRENT
51967971,COMPLETED
18605287,CURRENT
65512547,CHARGEOFF
12627397,COMPLETED
45454778,CURRENT
72614197,CURRENT
20691677,CHARGEOFF
74884505,CURRENT
31477153,COMPLETED
5105615,COMPLETED
63465165,COMPLETED
19656869,CHARGEOFF
39682052,COMPLETED
13116416,CHARGEOFF
76382885,CHARGEOFF
74604696,COMPLETED
31477745,COMPLETED
11134568,DEFAULTED
29654248,COMPLETED
61429493,COMPLETED
54147369,COMPLETED
48585331,CURRENT
48160758,CURRENT
75597515,CHARGEOFF
75131838,COMPLETED
37700488,CURRENT
22403192,COMPLETED
74596915,CURRENT
7697896,COMPLETED
34333491,COMPLETED
65704724,COMPLETED
59269468,DEFAULTED
78358897,COMPLETED
15400717,CHARGEOFF
15510069,COMPLETED
68397148,CURRENT
68489244,CURRENT
63074416,COMPLETED
12875737,CHARGEOFF
48627824,COMPLETED
66160554,COMPLETED
34483496,COMPLETED
78690780,CHARGEOFF
56572655,COMPLETED
3927418,COMPLETED
29914794,COMPLETED
67236414,CHARGEOFF
63124649,CURRENT
54293636,CHARGEOFF
66350858,CURRENT
8185455,COMPLETED
11925475,COMPLETED
8404565,COMPLETED
58100571,CURRENT
47420179,CHARGEOFF
7698952,COMPLETED
39720090,COMPLETED
28122482,COMPLETED
61349605,COMPLETED
28543583,COMPLETED
6520351,COMPLETED
20097403,CHARGEOFF
78934623,CURRENT
36088576,COMPLETED
16531506,COMPLETED
27672164,CHARGEOFF
75828834,CURRENT
12927070,COMPLETED
1096087,COMPLETED
73773340,COMPLETED
1705858,CHARGEOFF
46844038,COMPLETED
11716458,COMPLETED
72745971,COMPLETED
19997334,CHARGEOFF
12466186,CURRENT
67959017,CURRENT
19986757,COMPLETED
14539190,COMPLETED
42424586,COMPLETED
52046167,COMPLETED
48604824,COMPLETED
43305899,CURRENT
34401877,COMPLETED
22322224,CHARGEOFF
65423617,DEFAULTED
68062847,COMPLETED
63417009,COMPLETED
17954955,COMPLETED
7946932,COMPLETED
64260398,CURRENT
1431662,COMPLETED
71662184,CHARGEOFF
50033542,CURRENT
41160134,CURRENT
77310375,COMPLETED
71865836,CURRENT
68394281,COMPLETED
73863184,COMPLETED
11534636,COMPLETED
74562857,CURRENT
44876895,COMPLETED
4796315,CURRENT
20732583,COMPLETED
4277081,COMPLETED
11704627,COMPLETED
62257739,COMPLETED
1695162,CHARGEOFF
76113202,COMPLETED
75809623,CURRENT
64958061,COMPLETED
29704332,COMPLETED
56109607,COMPLETED
42297323,COMPLETED
48110542,COMPLETED
73530962,CURRENT
70140930,COMPLETED
4567077,CHARGEOFF
6877263,CHARGEOFF
77981735,COMPLETED
56894952,COMPLETED
16502603,COMPLETED
80669139,COMPLETED
38577578,COMPLETED
37782090,CHARGEOFF
66453382,COMPLETED
35663447,COMPLETED
68566048,COMPLETED
44623610,CHARGEOFF
73734293,CURRENT
1323188,COMPLETED
42161471,CHARGEOFF
68577565,COMPLETED
51979034,CHARGEOFF
25197909,COMPLETED
5766648,COMPLETED
1454285,COMPLETED
57284142,COMPLETED
1342777,COMPLETED
58552197,COMPLETED
10127765,COMPLETED
12406435,COMPLETED
3351504,COMPLETED
60963550,CURRENT
63346617,CURRENT
18614852,COMPLETED
38510443,CURRENT
68617226,COMPLETED
49923632,COMPLETED
26407758,CHARGEOFF
50546152,COMPLETED
37097949,CURRENT
65069107,CURRENT
73421355,COMPLETED
39681246,COMPLETED
31898219,COMPLETED
62409847,CURRENT
31187505,COMPLETED
58683135,COMPLETED
1437613,CHARGEOFF
83952200,CURRENT
12466043,COMPLETED
59592871,CURRENT
79612631,DEFAULTED
56002744,COMPLETED
29473950,COMPLETED
55028297,CURRENT
72706081,CHARGEOFF
68694000,COMPLETED
4425814,CHARGEOFF
16101578,COMPLETED
12676462,COMPLETED
17122659,CHARGEOFF
45192434,CHARGEOFF
13326922,CHARGEOFF
4279586,COMPLETED
39632269,CHARGEOFF
38546977,COMPLETED
17193259,COMPLETED
75689286,COMPLETED
35673440,COMPLETED
83819902,DEFAULTED
12667090,COMPLETED
48031038,COMPLETED
65966602,COMPLETED
8904647,COMPLETED
53634245,CHARGEOFF
66054592,COMPLETED
57874304,CURRENT
10087882,COMPLETED
18886282,COMPLETED
42793352,CHARGEOFF
9209061,COMPLETED
13095947,COMPLETED
38608158,COMPLETED
53795223,CURRENT
64761412,COMPLETED
75119240,CURRENT
61359247,COMPLETED
42974991,COMPLETED
56672687,CURRENT
43115576,CHARGEOFF
73854487,COMPLETED
15470602,COMPLETED
13367578,COMPLETED
43769782,COMPLETED
1463315,COMPLETED
31427305,CHARGEOFF
74597166,COMPLETED
70281756,COMPLETED
83845138,CURRENT
62145538,CHARGEOFF
57344605,CURRENT
80711401,COMPLETED
83690349,CURRENT
83263988,CURRENT
60206026,CHARGEOFF
37711943,COMPLETED
21169884,CHARGEOFF
51786238,COMPLETED
13148179,COMPLETED
45724147,COMPLETED
69523960,COMPLETED
60605993,COMPLETED
81447300,CURRENT
60882565,COMPLETED
6530824,CURRENT
30205147,COMPLETED
43410150,CHARGEOFF
54315535,COMPLETED
38419013,CURRENT
12666644,CURRENT
57004164,COMPLETED
61430050,COMPLETED
46195383,COMPLETED
1566780,COMPLETED
31657425,COMPLETED
71021433,CURRENT
1181268,COMPLETED
63939677,COMPLETED
70923420,COMPLETED
67848897,COMPLETED
63529449,COMPLETED
72847403,CURRENT
55585257,COMPLETED
10627862,COMPLETED
11686193,COMPLETED
42494656,COMPLETED
58460974,COMPLETED
60465184,COMPLETED
55918568,CHARGEOFF
1150217,COMPLETED
6716661,COMPLETED
38852406,COMPLETED
12975586,CHARGEOFF
70952349,CURRENT
20318556,COMPLETED
59210451,COMPLETED
77541402,CHARGEOFF
74051697,COMPLETED
25377363,COMPLETED
28594553,CHARGEOFF
68608272,COMPLETED
69646013,COMPLETED
38351793,CURRENT
771316,COMPLETED
34294054,COMPLETED
59433204,CHARGEOFF
59259785,CURRENT
57980273,CURRENT
55238982,CHARGEOFF
3636860,CHARGEOFF
50203559,COMPLETED
14569000,COMPLETED
70942693,CURRENT
61401486,CURRENT
1260523,COMPLETED
71814392,CURRENT
1429274,COMPLETED
19265838,CURRENT
30155552,CHARGEOFF
59432816,CHARGEOFF
20889468,COMPLETED
34703313,CHARGEOFF
28544158,COMPLETED
50495167,COMPLETED
19607852,CURRENT
75799944,CURRENT
5176414,COMPLETED
12917387,CHARGEOFF
38648340,CURRENT
78972166,CURRENT
45304164,CURRENT
70923135,CURRENT
4286889,COMPLETED
57254926,COMPLETED
11245176,COMPLETED
60497172,CURRENT
9208886,COMPLETED
9164637,CHARGEOFF
1081191,COMPLETED
75124945,COMPLETED
69655039,CURRENT
70822433,COMPLETED
50243375,COMPLETED
39240232,COMPLETED
10545596,COMPLETED
40278432,COMPLETED
41109722,COMPLETED
77554578,CURRENT
79105498,CHARGEOFF
63455341,COMPLETED
71612595,COMPLETED
63978324,CHARGEOFF
28744649,COMPLETED
60872665,COMPLETED
1430636,COMPLETED
1076017,CHARGEOFF
39550138,COMPLETED
83233899,CURRENT
1570540,CHARGEOFF
55099776,COMPLETED
15331048,COMPLETED
49974094,CURRENT
10176777,CHARGEOFF
8989583,COMPLETED
38658172,COMPLETED
65252428,CURRENT
7925095,CHARGEOFF
73794049,COMPLETED
4292114,COMPLETED
3195792,COMPLETED
5640408,CURRENT
6291673,CHARGEOFF
81576796,CHARGEOFF
42394012,COMPLETED
9001369,COMPLETED
74604408,CHARGEOFF
6114955,COMPLETED
48586213,CURRENT
8147480,COMPLETED
12707697,COMPLETED
12975828,COMPLETED
68529289,COMPLETED
1507859,COMPLETED
6566974,COMPLETED
22254988,COMPLETED
12306923,COMPLETED
5948962,COMPLETED
66643378,COMPLETED
3694865,COMPLETED
70742882,CURRENT
79091230,CHARGEOFF
58703431,COMPLETED
69276254,COMPLETED
59159892,COMPLETED
82000115,CURRENT
8365353,CURRENT
16422293,COMPLETED
79612512,CURRENT
46722953,COMPLETED
78259128,CHARGEOFF
50536698,COMPLETED
60883807,COMPLETED
34452907,COMPLETED
2094105,COMPLETED
47310580,CURRENT
77348154,CHARGEOFF
40353510,CHARGEOFF
66513489,COMPLETED
1086480,COMPLETED
37632240,CURRENT
66590617,CURRENT
44563454,COMPLETED
10069952,CURRENT
4777933,COMPLETED
77418970,CURRENT
14629835,COMPLETED
60465277,CURRENT
56684720,CURRENT
68517129,COMPLETED
32038167,CURRENT
8364942,CHARGEOFF
16281253,CHARGEOFF
20258087,CHARGEOFF
14680094,COMPLETED
31747787,COMPLETED
48040161,CHARGEOFF
21091108,COMPLETED
3016769,COMPLETED
81008327,CURRENT
2093336,COMPLETED
55341162,COMPLETED
65722320,CURRENT
66025130,CHARGEOFF
65049285,CURRENT
69434970,COMPLETED
62003036,CURRENT
60923458,COMPLETED
81355846,COMPLETED
57813509,CURRENT
6526325,COMPLETED
42493833,COMPLETED
68398486,CURRENT
4164912,COMPLETED
66465417,CURRENT
36260610,COMPLETED
19116962,COMPLETED
65975452,CURRENT
61952171,COMPLETED
69832352,COMPLETED
68369433,COMPLETED
28564002,COMPLETED
51746136,COMPLETED
36241614,COMPLETED
46104749,COMPLETED
3734419,CHARGEOFF
74753172,CURRENT
62023683,CURRENT
8775206,COMPLETED
64250802,DEFAULTED
68486234,CURRENT
18965856,CURRENT
46538003,CURRENT
63159503,COMPLETED
43590026,COMPLETED
81394298,COMPLETED
13447560,COMPLETED
55535424,COMPLETED
74944838,COMPLETED
18915638,COMPLETED
49037257,DEFAULTED
41368533,COMPLETED
63517229,CURRENT
74031658,CURRENT
14448203,COMPLETED
6607423,COMPLETED
39028291,COMPLETED
55201375,COMPLETED
67848673,CHARGEOFF
1684548,COMPLETED
27531696,CURRENT
4288091,COMPLETED
51026344,COMPLETED
70901300,CHARGEOFF
83665698,COMPLETED
69592522,CURRENT
12456364,COMPLETED
40027452,COMPLETED
3806317,COMPLETED
75859838,CURRENT
3642072,COMPLETED
66454502,CHARGEOFF
58130175,COMPLETED
51166611,COMPLETED
1227087,COMPLETED
75377872,COMPLETED
59492280,CURRENT
5759254,COMPLETED
21380188,COMPLETED
11654614,COMPLETED
20812310,COMPLETED
4768204,COMPLETED
6548922,COMPLETED
68824264,CURRENT
72606150,COMPLETED
70932269,CURRENT
55514053,COMPLETED
1120406,COMPLETED
55565369,COMPLETED
42424969,COMPLETED
53322626,COMPLETED
55168355,CURRENT
6789076,COMPLETED
55260820,CHARGEOFF
69543605,CURRENT
67035521,CHARGEOFF
11064721,CHARGEOFF
65875116,CURRENT
68475015,COMPLETED
71864863,CHARGEOFF
38585281,COMPLETED
34963332,COMPLETED
43569807,COMPLETED
56582114,COMPLETED
55309785,CHARGEOFF
60267122,CHARGEOFF
69553853,CURRENT
56350291,CURRENT
25315986,COMPLETED
75171148,COMPLETED
26228393,CHARGEOFF
50910523,COMPLETED
17183270,COMPLETED
3806957,CURRENT
56119627,CURRENT
67266660,CURRENT
54899523,CURRENT
10140604,CURRENT
59309645,COMPLETED
37720770,COMPLETED
42435732,COMPLETED
60496361,COMPLETED
20429314,COMPLETED
66592224,CURRENT
55998300,COMPLETED
50033136,CHARGEOFF
59381597,CURRENT
60375623,CURRENT
24886063,COMPLETED
55951417,COMPLETED
63468749,COMPLETED
49037331,CURRENT
69534481,CURRENT
46787559,CURRENT
65756874,CURRENT
38636442,CHARGEOFF
70915959,COMPLETED
72655175,CURRENT
44776448,COMPLETED
11386507,COMPLETED
50526388,CHARGEOFF
13528126,COMPLETED
2645209,COMPLETED
79164582,COMPLETED
36803455,COMPLETED
42894306,CHARGEOFF
40816768,COMPLETED
12465184,COMPLETED
31557420,COMPLETED
61812406,COMPLETED
39289563,COMPLETED
46599117,CHARGEOFF
29665528,COMPLETED
37650804,COMPLETED
24015606,COMPLETED
51056010,COMPLETED
33180963,COMPLETED
49037378,COMPLETED
44956406,COMPLETED
38546454,COMPLETED
72533048,CURRENT
61323649,COMPLETED
13047333,COMPLETED
55482036,CURRENT
7354638,COMPLETED
71917675,COMPLETED
29715574,COMPLETED
40461899,COMPLETED
66440718,CHARGEOFF
21851232,CHARGEOFF
33390722,CHARGEOFF
32480177,CURRENT
6820053,COMPLETED
38331573,COMPLETED
4289361,COMPLETED
81457248,COMPLETED
40127862,COMPLETED
7069713,CHARGEOFF
13386616,COMPLETED
31247397,CURRENT
54228691,COMPLETED
48181172,COMPLETED
65794431,CURRENT
27952023,COMPLETED
53494731,COMPLETED
41398380,CURRENT
40991732,COMPLETED
76032561,CURRENT
9666638,CHARGEOFF
6297870,COMPLETED
7684651,COMPLETED
12935530,COMPLETED
77529389,COMPLETED
21051039,COMPLETED
51997319,CURRENT
6887544,COMPLETED
3639332,COMPLETED
15420313,COMPLETED
62277434,COMPLETED
8991279,COMPLETED
11824658,CURRENT
75779359,COMPLETED
69361901,CHARGEOFF
17182601,COMPLETED
61358541,COMPLETED
1600827,COMPLETED
68418930,CURRENT
10129393,CURRENT
40551021,COMPLETED
3625823,COMPLETED
74722109,CURRENT
74514178,COMPLETED
62316561,CHARGEOFF
75101660,COMPLETED
73933753,CHARGEOFF
3294843,CHARGEOFF
71936878,CHARGEOFF
31667683,COMPLETED
41071398,COMPLETED
8846042,COMPLETED
56100750,COMPLETED
60963484,COMPLETED
1194564,CHARGEOFF
17743241,COMPLETED
18616084,CURRENT
60586681,CURRENT
48627127,COMPLETED
38517888,COMPLETED
12525161,CURRENT
2381054,COMPLETED
75281329,COMPLETED
58702970,CHARGEOFF
66632082,CURRENT
